aliquot_id,sample_type
TCGA-AC-A6IX-06A-11W-A35X-09,Metastatic
TCGA-A8-A08A-01A-11D-A068-02,Primary Tumor
TCGA-A8-A08A-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A08A-01A-11D-A016-08,Primary Tumor
TCGA-A8-A08A-01A-11X-A023-09,Primary Tumor
TCGA-A8-A08A-01A-11D-A00Y-05,Primary Tumor
TCGA-A8-A08A-01A-11X-A024-08,Primary Tumor
TCGA-A8-A08A-01A-11R-A010-13,Primary Tumor
TCGA-A8-A08A-01A-11W-A019-09,Primary Tumor
TCGA-A8-A08A-01A-11D-A015-09,Primary Tumor
TCGA-A8-A08A-01A-11D-A011-01,Primary Tumor
TCGA-A8-A08A-01A-11W-A020-08,Primary Tumor
TCGA-A8-A08A-01A-11R-A32Y-07,Primary Tumor
TCGA-A8-A08A-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A08A-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A08A-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A08A-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A08A-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A08A-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A08A-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A08A-10A-01X-A025-09,Blood Derived Normal
TCGA-B6-A0IG-10A-01W-A053-08,Blood Derived Normal
TCGA-B6-A0IG-10A-01D-A047-09,Blood Derived Normal
TCGA-B6-A0IG-10A-01D-A037-01,Blood Derived Normal
TCGA-B6-A0IG-10A-01X-A052-08,Blood Derived Normal
TCGA-B6-A0IG-10A-01X-A054-09,Blood Derived Normal
TCGA-B6-A0IG-10A-01W-A055-09,Blood Derived Normal
TCGA-B6-A0IG-10A-01D-A046-08,Blood Derived Normal
TCGA-B6-A0IG-10A-01D-A031-02,Blood Derived Normal
TCGA-B6-A0IG-01A-11D-A033-02,Primary Tumor
TCGA-B6-A0IG-01A-11X-A049-09,Primary Tumor
TCGA-B6-A0IG-01A-11R-A034-07,Primary Tumor
TCGA-B6-A0IG-01A-11D-A032-05,Primary Tumor
TCGA-B6-A0IG-01A-11W-A050-09,Primary Tumor
TCGA-B6-A0IG-01A-11D-A036-01,Primary Tumor
TCGA-B6-A0IG-01A-11X-A048-08,Primary Tumor
TCGA-B6-A0IG-01A-11D-A045-09,Primary Tumor
TCGA-B6-A0IG-01A-11D-A044-08,Primary Tumor
TCGA-B6-A0IG-01A-11R-A035-13,Primary Tumor
TCGA-B6-A0IG-01A-11W-A051-08,Primary Tumor
TCGA-C8-A12K-01A-21D-A10Y-09,Primary Tumor
TCGA-C8-A12K-01A-21W-A12T-09,Primary Tumor
TCGA-C8-A12K-01A-21R-A114-13,Primary Tumor
TCGA-C8-A12K-01A-21R-A115-07,Primary Tumor
TCGA-C8-A12K-01A-21D-A10X-02,Primary Tumor
TCGA-C8-A12K-01A-21D-A111-01,Primary Tumor
TCGA-C8-A12K-01A-21D-A112-05,Primary Tumor
TCGA-C8-A12K-10A-01W-A12U-09,Blood Derived Normal
TCGA-C8-A12K-10A-01D-A10Z-02,Blood Derived Normal
TCGA-C8-A12K-10A-01D-A113-01,Blood Derived Normal
TCGA-C8-A12K-10A-01D-A110-09,Blood Derived Normal
TCGA-D8-A146-10A-01D-A10Z-02,Blood Derived Normal
TCGA-D8-A146-10A-01D-A110-09,Blood Derived Normal
TCGA-D8-A146-10A-01D-A113-01,Blood Derived Normal
TCGA-D8-A146-10A-01W-A12U-09,Blood Derived Normal
TCGA-D8-A146-01A-31D-A10Y-09,Primary Tumor
TCGA-D8-A146-01A-31R-A115-07,Primary Tumor
TCGA-D8-A146-01A-31D-A112-05,Primary Tumor
TCGA-D8-A146-01A-31R-A114-13,Primary Tumor
TCGA-D8-A146-01A-31W-A12T-09,Primary Tumor
TCGA-D8-A146-01A-31D-A111-01,Primary Tumor
TCGA-D8-A146-01A-31D-A10X-02,Primary Tumor
TCGA-AN-A0AM-01A-11X-A049-09,Primary Tumor
TCGA-AN-A0AM-01A-11X-A048-08,Primary Tumor
TCGA-AN-A0AM-01A-11D-A032-05,Primary Tumor
TCGA-AN-A0AM-01A-11D-A045-09,Primary Tumor
TCGA-AN-A0AM-01A-11D-A033-02,Primary Tumor
TCGA-AN-A0AM-01A-11D-A036-01,Primary Tumor
TCGA-AN-A0AM-01A-11D-A044-08,Primary Tumor
TCGA-AN-A0AM-01A-11R-A034-07,Primary Tumor
TCGA-AN-A0AM-01A-11R-A035-13,Primary Tumor
TCGA-AN-A0AM-01A-11W-A050-09,Primary Tumor
TCGA-AN-A0AM-01A-11W-A051-08,Primary Tumor
TCGA-AN-A0AM-10A-01X-A052-08,Blood Derived Normal
TCGA-AN-A0AM-10A-01D-A031-02,Blood Derived Normal
TCGA-AN-A0AM-10A-01D-A047-09,Blood Derived Normal
TCGA-AN-A0AM-10A-01D-A046-08,Blood Derived Normal
TCGA-AN-A0AM-10A-01D-A037-01,Blood Derived Normal
TCGA-AN-A0AM-10A-01W-A055-09,Blood Derived Normal
TCGA-AN-A0AM-10A-01X-A054-09,Blood Derived Normal
TCGA-AN-A0AM-10A-01W-A053-08,Blood Derived Normal
TCGA-A1-A0SM-10A-02D-A087-01,Blood Derived Normal
TCGA-A1-A0SM-10A-02X-A098-09,Blood Derived Normal
TCGA-A1-A0SM-10A-02D-A10G-09,Blood Derived Normal
TCGA-A1-A0SM-10A-02D-A099-09,Blood Derived Normal
TCGA-A1-A0SM-10A-02D-A086-02,Blood Derived Normal
TCGA-A1-A0SM-10A-02W-A097-09,Blood Derived Normal
TCGA-A1-A0SM-01A-11D-A19H-09,Primary Tumor
TCGA-A1-A0SM-01A-11D-A099-09,Primary Tumor
TCGA-A1-A0SM-01A-11R-A085-13,Primary Tumor
TCGA-A1-A0SM-01A-11R-A084-07,Primary Tumor
TCGA-A1-A0SM-01A-11X-A098-09,Primary Tumor
TCGA-A1-A0SM-01A-11W-A097-09,Primary Tumor
TCGA-A1-A0SM-01A-11D-A086-02,Primary Tumor
TCGA-A1-A0SM-01A-11D-A088-05,Primary Tumor
TCGA-A1-A0SM-01A-11D-A10P-05,Primary Tumor
TCGA-A1-A0SM-01A-11D-A087-01,Primary Tumor
TCGA-A2-A0EM-10A-01D-A047-09,Blood Derived Normal
TCGA-A2-A0EM-10A-01X-A052-08,Blood Derived Normal
TCGA-A2-A0EM-10A-01D-A046-08,Blood Derived Normal
TCGA-A2-A0EM-10A-01D-A031-02,Blood Derived Normal
TCGA-A2-A0EM-10A-01W-A055-09,Blood Derived Normal
TCGA-A2-A0EM-10A-01W-A053-08,Blood Derived Normal
TCGA-A2-A0EM-10A-01D-A037-01,Blood Derived Normal
TCGA-A2-A0EM-10A-01X-A054-09,Blood Derived Normal
TCGA-A2-A0EM-01A-11D-A032-05,Primary Tumor
TCGA-A2-A0EM-01A-11W-A051-08,Primary Tumor
TCGA-A2-A0EM-01A-11D-A036-01,Primary Tumor
TCGA-A2-A0EM-01A-11W-A050-09,Primary Tumor
TCGA-A2-A0EM-01A-11R-A034-07,Primary Tumor
TCGA-A2-A0EM-01A-11X-A048-08,Primary Tumor
TCGA-A2-A0EM-01A-11D-A044-08,Primary Tumor
TCGA-A2-A0EM-01A-11R-A035-13,Primary Tumor
TCGA-A2-A0EM-01A-11D-A033-02,Primary Tumor
TCGA-A2-A0EM-01A-11D-A045-09,Primary Tumor
TCGA-A2-A0EM-01A-11X-A049-09,Primary Tumor
TCGA-A8-A0A6-10A-01D-A059-01,Blood Derived Normal
TCGA-A8-A0A6-10A-01W-A070-08,Blood Derived Normal
TCGA-A8-A0A6-10A-01X-A072-08,Blood Derived Normal
TCGA-A8-A0A6-10A-01D-A075-09,Blood Derived Normal
TCGA-A8-A0A6-10A-01W-A071-09,Blood Derived Normal
TCGA-A8-A0A6-10A-01X-A073-09,Blood Derived Normal
TCGA-A8-A0A6-10A-01D-A074-08,Blood Derived Normal
TCGA-A8-A0A6-10A-01D-A060-02,Blood Derived Normal
TCGA-A8-A0A6-01A-12W-A071-09,Primary Tumor
TCGA-A8-A0A6-01A-12W-A070-08,Primary Tumor
TCGA-A8-A0A6-01A-12D-A060-02,Primary Tumor
TCGA-A8-A0A6-01A-12D-A059-01,Primary Tumor
TCGA-A8-A0A6-01A-12D-A075-09,Primary Tumor
TCGA-A8-A0A6-01A-12D-A074-08,Primary Tumor
TCGA-A8-A0A6-01A-12D-A058-05,Primary Tumor
TCGA-A8-A0A6-01A-12R-A057-13,Primary Tumor
TCGA-A8-A0A6-01A-12X-A073-09,Primary Tumor
TCGA-A8-A0A6-01A-12D-A10P-05,Primary Tumor
TCGA-A8-A0A6-01A-12R-A056-07,Primary Tumor
TCGA-A8-A0A6-01A-12X-A072-08,Primary Tumor
TCGA-A7-A0DB-01A-11W-A020-08,Primary Tumor
TCGA-A7-A0DB-01A-11W-A019-09,Primary Tumor
TCGA-A7-A0DB-01A-11D-A016-08,Primary Tumor
TCGA-A7-A0DB-01A-11D-A272-09,Primary Tumor
TCGA-A7-A0DB-01A-11D-A015-09,Primary Tumor
TCGA-A7-A0DB-01A-11D-A011-01,Primary Tumor
TCGA-A7-A0DB-01A-11R-A010-13,Primary Tumor
TCGA-A7-A0DB-01A-11D-A00Y-05,Primary Tumor
TCGA-A7-A0DB-01A-11R-A00Z-07,Primary Tumor
TCGA-A7-A0DB-01A-11R-A27D-13,Primary Tumor
TCGA-A7-A0DB-01A-11R-A277-07,Primary Tumor
TCGA-A7-A0DB-01A-11X-A023-09,Primary Tumor
TCGA-A7-A0DB-01A-11X-A024-08,Primary Tumor
TCGA-A7-A0DB-10A-01D-A017-09,Blood Derived Normal
TCGA-A7-A0DB-10A-01X-A025-09,Blood Derived Normal
TCGA-A7-A0DB-10A-01D-A018-08,Blood Derived Normal
TCGA-A7-A0DB-10A-01W-A021-09,Blood Derived Normal
TCGA-A7-A0DB-10A-01W-A022-08,Blood Derived Normal
TCGA-A7-A0DB-10A-01D-A012-01,Blood Derived Normal
TCGA-A7-A0DB-10A-01X-A026-08,Blood Derived Normal
TCGA-A7-A0DB-10A-02D-A272-09,Blood Derived Normal
TCGA-A7-A0DB-11A-33D-A100-09,Solid Tissue Normal
TCGA-A7-A0DB-11A-33D-A091-02,Solid Tissue Normal
TCGA-A7-A0DB-11A-33D-A092-01,Solid Tissue Normal
TCGA-A7-A0DB-11A-33W-A100-09,Solid Tissue Normal
TCGA-A7-A0DB-11A-33D-A093-05,Solid Tissue Normal
TCGA-A7-A0DB-11A-33R-A090-13,Solid Tissue Normal
TCGA-A7-A0DB-11A-33X-A100-09,Solid Tissue Normal
TCGA-A7-A0DB-11A-33R-A089-07,Solid Tissue Normal
TCGA-A7-A0DB-01C-02D-A272-09,Primary Tumor
TCGA-A7-A0DB-01C-02R-A277-07,Primary Tumor
TCGA-A7-A0DB-01C-02R-A27D-13,Primary Tumor
TCGA-A8-A07F-01A-11X-A023-09,Primary Tumor
TCGA-A8-A07F-01A-11R-A010-13,Primary Tumor
TCGA-A8-A07F-01A-11W-A019-09,Primary Tumor
TCGA-A8-A07F-01A-11X-A024-08,Primary Tumor
TCGA-A8-A07F-01A-11D-A068-02,Primary Tumor
TCGA-A8-A07F-01A-11D-A011-01,Primary Tumor
TCGA-A8-A07F-01A-11R-A038-13,Primary Tumor
TCGA-A8-A07F-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A07F-01A-11D-A00Y-05,Primary Tumor
TCGA-A8-A07F-01A-11D-A015-09,Primary Tumor
TCGA-A8-A07F-01A-11D-A016-08,Primary Tumor
TCGA-A8-A07F-01A-11W-A020-08,Primary Tumor
TCGA-A8-A07F-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A07F-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A07F-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A07F-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A07F-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A07F-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A07F-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A07F-10A-01X-A026-08,Blood Derived Normal
TCGA-BH-A0HL-10A-11W-A055-09,Blood Derived Normal
TCGA-BH-A0HL-10A-11D-A047-09,Blood Derived Normal
TCGA-BH-A0HL-10A-11X-A052-08,Blood Derived Normal
TCGA-BH-A0HL-10A-11D-A037-01,Blood Derived Normal
TCGA-BH-A0HL-10A-11D-A031-02,Blood Derived Normal
TCGA-BH-A0HL-10A-11X-A054-09,Blood Derived Normal
TCGA-BH-A0HL-10A-11D-A046-08,Blood Derived Normal
TCGA-BH-A0HL-10A-11W-A053-08,Blood Derived Normal
TCGA-BH-A0HL-01A-11D-A036-01,Primary Tumor
TCGA-BH-A0HL-01A-11R-A10V-13,Primary Tumor
TCGA-BH-A0HL-01A-11D-A045-09,Primary Tumor
TCGA-BH-A0HL-01A-11W-A051-08,Primary Tumor
TCGA-BH-A0HL-01A-11X-A049-09,Primary Tumor
TCGA-BH-A0HL-01A-11D-A032-05,Primary Tumor
TCGA-BH-A0HL-01A-11R-A10U-07,Primary Tumor
TCGA-BH-A0HL-01A-11D-A044-08,Primary Tumor
TCGA-BH-A0HL-01A-11W-A050-09,Primary Tumor
TCGA-BH-A0HL-01A-11X-A048-08,Primary Tumor
TCGA-BH-A0HL-01A-11D-A033-02,Primary Tumor
TCGA-E2-A1IL-01A-11D-A14G-09,Primary Tumor
TCGA-E2-A1IL-01A-11R-A14D-07,Primary Tumor
TCGA-E2-A1IL-01A-11W-A16H-09,Primary Tumor
TCGA-E2-A1IL-01A-11R-A14C-13,Primary Tumor
TCGA-E2-A1IL-01A-11D-A14E-02,Primary Tumor
TCGA-E2-A1IL-01A-11D-A14F-01,Primary Tumor
TCGA-E2-A1IL-01A-11D-A14H-05,Primary Tumor
TCGA-E2-A1IL-10A-01D-A14E-02,Blood Derived Normal
TCGA-E2-A1IL-10A-01D-A14G-09,Blood Derived Normal
TCGA-E2-A1IL-10A-01D-A14F-01,Blood Derived Normal
TCGA-E2-A1IL-10A-01W-A16H-09,Blood Derived Normal
TCGA-A8-A06T-01A-11W-A019-09,Primary Tumor
TCGA-A8-A06T-01A-11W-A020-08,Primary Tumor
TCGA-A8-A06T-01A-11X-A023-09,Primary Tumor
TCGA-A8-A06T-01A-11X-A024-08,Primary Tumor
TCGA-A8-A06T-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A06T-01A-11R-A010-13,Primary Tumor
TCGA-A8-A06T-01A-11D-A016-08,Primary Tumor
TCGA-A8-A06T-01A-11D-A068-02,Primary Tumor
TCGA-A8-A06T-01A-11D-A011-01,Primary Tumor
TCGA-A8-A06T-01A-11D-A00Y-05,Primary Tumor
TCGA-A8-A06T-01A-11D-A015-09,Primary Tumor
TCGA-A8-A06T-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A06T-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A06T-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A06T-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A06T-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A06T-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A06T-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A06T-10A-01X-A025-09,Blood Derived Normal
TCGA-A2-A0SW-10A-01D-A086-02,Blood Derived Normal
TCGA-A2-A0SW-10A-01D-A099-09,Blood Derived Normal
TCGA-A2-A0SW-10A-01W-A097-09,Blood Derived Normal
TCGA-A2-A0SW-10A-01X-A098-09,Blood Derived Normal
TCGA-A2-A0SW-10A-01D-A087-01,Blood Derived Normal
TCGA-A2-A0SW-01A-11D-A088-05,Primary Tumor
TCGA-A2-A0SW-01A-11D-A099-09,Primary Tumor
TCGA-A2-A0SW-01A-11W-A097-09,Primary Tumor
TCGA-A2-A0SW-01A-11R-A084-07,Primary Tumor
TCGA-A2-A0SW-01A-11R-A085-13,Primary Tumor
TCGA-A2-A0SW-01A-11X-A098-09,Primary Tumor
TCGA-A2-A0SW-01A-11D-A087-01,Primary Tumor
TCGA-A2-A0SW-01A-11D-A10P-05,Primary Tumor
TCGA-A2-A0SW-01A-11D-A086-02,Primary Tumor
TCGA-AC-A23G-11A-12D-A20R-01,Solid Tissue Normal
TCGA-AC-A23G-11A-12D-A20S-09,Solid Tissue Normal
TCGA-AC-A23G-11A-12W-A21H-09,Solid Tissue Normal
TCGA-AC-A23G-01A-11R-A213-07,Primary Tumor
TCGA-AC-A23G-01A-11D-A212-05,Primary Tumor
TCGA-AC-A23G-01A-11W-A21H-09,Primary Tumor
TCGA-AC-A23G-01A-11D-A20S-09,Primary Tumor
TCGA-AC-A23G-01A-11D-A20R-01,Primary Tumor
TCGA-AC-A23G-01A-11R-A214-13,Primary Tumor
TCGA-A7-A425-10A-01W-A25H-09,Blood Derived Normal
TCGA-A7-A425-10A-01D-A243-09,Blood Derived Normal
TCGA-A7-A425-10A-01D-A242-01,Blood Derived Normal
TCGA-A7-A425-01A-11D-A244-05,Primary Tumor
TCGA-A7-A425-01A-11R-A24H-07,Primary Tumor
TCGA-A7-A425-01A-11W-A25H-09,Primary Tumor
TCGA-A7-A425-01A-11D-A242-01,Primary Tumor
TCGA-A7-A425-01A-11D-A243-09,Primary Tumor
TCGA-A7-A425-01A-11R-A24J-13,Primary Tumor
TCGA-E9-A22B-01A-11D-A161-05,Primary Tumor
TCGA-E9-A22B-01A-11D-A158-02,Primary Tumor
TCGA-E9-A22B-01A-11D-A160-01,Primary Tumor
TCGA-E9-A22B-01A-11D-A159-09,Primary Tumor
TCGA-E9-A22B-01A-11R-A156-13,Primary Tumor
TCGA-E9-A22B-01A-11W-A16L-09,Primary Tumor
TCGA-E9-A22B-01A-11R-A157-07,Primary Tumor
TCGA-E9-A22B-01A-11D-A17G-09,Primary Tumor
TCGA-E9-A22B-10A-01D-A158-02,Blood Derived Normal
TCGA-E9-A22B-10A-01D-A159-09,Blood Derived Normal
TCGA-E9-A22B-10A-01W-A16L-09,Blood Derived Normal
TCGA-E9-A22B-10A-01D-A160-01,Blood Derived Normal
TCGA-BH-A1F5-01A-12D-A13L-09,Primary Tumor
TCGA-BH-A1F5-01A-12W-A14Q-09,Primary Tumor
TCGA-BH-A1F5-01A-12R-A13Q-07,Primary Tumor
TCGA-BH-A1F5-01A-12R-A13P-13,Primary Tumor
TCGA-BH-A1F5-01A-12D-A13J-01,Primary Tumor
TCGA-BH-A1F5-01A-12D-A13K-05,Primary Tumor
TCGA-BH-A1F5-01A-12D-A13I-02,Primary Tumor
TCGA-BH-A1F5-11A-43D-A13N-01,Solid Tissue Normal
TCGA-BH-A1F5-11A-43D-A13T-05,Solid Tissue Normal
TCGA-BH-A1F5-11A-43D-A13M-02,Solid Tissue Normal
TCGA-BH-A1F5-11A-43D-A13O-09,Solid Tissue Normal
TCGA-BH-A1F5-11A-43W-A14R-09,Solid Tissue Normal
TCGA-S3-AA11-01A-31R-A41B-07,Primary Tumor
TCGA-S3-AA11-01A-31D-A41F-09,Primary Tumor
TCGA-S3-AA11-01A-31R-A41G-13,Primary Tumor
TCGA-S3-AA11-01A-31D-A41E-01,Primary Tumor
TCGA-S3-AA11-01A-31D-A41Q-05,Primary Tumor
TCGA-S3-AA11-10B-01D-A41E-01,Blood Derived Normal
TCGA-S3-AA11-10B-01D-A41F-09,Blood Derived Normal
TCGA-BH-A28O-01A-11D-A228-09,Primary Tumor
TCGA-BH-A28O-01A-11D-A227-01,Primary Tumor
TCGA-BH-A28O-01A-11W-A234-09,Primary Tumor
TCGA-BH-A28O-01A-11R-A22K-07,Primary Tumor
TCGA-BH-A28O-01A-11R-A22I-13,Primary Tumor
TCGA-BH-A28O-01A-11D-A22B-05,Primary Tumor
TCGA-BH-A28O-10A-01D-A22A-09,Blood Derived Normal
TCGA-BH-A28O-10A-01W-A235-09,Blood Derived Normal
TCGA-BH-A28O-10A-01D-A229-01,Blood Derived Normal
TCGA-AC-A62Y-01A-11W-A31B-09,Primary Tumor
TCGA-AC-A62Y-01A-11D-A29O-05,Primary Tumor
TCGA-AC-A62Y-01A-11D-A29M-01,Primary Tumor
TCGA-AC-A62Y-01A-11R-A29R-07,Primary Tumor
TCGA-AC-A62Y-01A-11R-A29V-13,Primary Tumor
TCGA-AC-A62Y-01A-11D-A29N-09,Primary Tumor
TCGA-AC-A62Y-10A-01D-A29N-09,Blood Derived Normal
TCGA-AC-A62Y-10A-01W-A31B-09,Blood Derived Normal
TCGA-AC-A62Y-10A-01D-A29M-01,Blood Derived Normal
TCGA-A8-A09I-01A-22X-A049-09,Primary Tumor
TCGA-A8-A09I-01A-22W-A050-09,Primary Tumor
TCGA-A8-A09I-01A-22D-A045-09,Primary Tumor
TCGA-A8-A09I-01A-22D-A033-02,Primary Tumor
TCGA-A8-A09I-01A-22R-A035-13,Primary Tumor
TCGA-A8-A09I-01A-22X-A048-08,Primary Tumor
TCGA-A8-A09I-01A-22D-A036-01,Primary Tumor
TCGA-A8-A09I-01A-22D-A044-08,Primary Tumor
TCGA-A8-A09I-01A-22D-A032-05,Primary Tumor
TCGA-A8-A09I-01A-22R-A034-07,Primary Tumor
TCGA-A8-A09I-01A-22W-A051-08,Primary Tumor
TCGA-A8-A09I-01A-22D-A19H-09,Primary Tumor
TCGA-A8-A09I-10A-01D-A046-08,Blood Derived Normal
TCGA-A8-A09I-10A-01D-A047-09,Blood Derived Normal
TCGA-A8-A09I-10A-01X-A054-09,Blood Derived Normal
TCGA-A8-A09I-10A-01D-A19H-09,Blood Derived Normal
TCGA-A8-A09I-10A-01D-A031-02,Blood Derived Normal
TCGA-A8-A09I-10A-01W-A055-09,Blood Derived Normal
TCGA-A8-A09I-10A-01W-A053-08,Blood Derived Normal
TCGA-A8-A09I-10A-01D-A037-01,Blood Derived Normal
TCGA-A8-A09I-10A-01X-A052-08,Blood Derived Normal
TCGA-A2-A0YL-10A-01X-A10H-09,Blood Derived Normal
TCGA-A2-A0YL-10A-01D-A10G-09,Blood Derived Normal
TCGA-A2-A0YL-10A-01D-A107-01,Blood Derived Normal
TCGA-A2-A0YL-10A-01D-A117-09,Blood Derived Normal
TCGA-A2-A0YL-10A-01D-A106-02,Blood Derived Normal
TCGA-A2-A0YL-01A-21D-A117-09,Primary Tumor
TCGA-A2-A0YL-01A-21R-A109-07,Primary Tumor
TCGA-A2-A0YL-01A-21D-A106-02,Primary Tumor
TCGA-A2-A0YL-01A-21R-A108-13,Primary Tumor
TCGA-A2-A0YL-01A-21D-A107-01,Primary Tumor
TCGA-A2-A0YL-01A-21D-A10A-05,Primary Tumor
TCGA-A2-A0YL-01A-21D-A10G-09,Primary Tumor
TCGA-A2-A0YL-01A-21X-A10H-09,Primary Tumor
TCGA-D8-A1JK-01A-11D-A13J-01,Primary Tumor
TCGA-D8-A1JK-01A-11D-A13K-05,Primary Tumor
TCGA-D8-A1JK-01A-11D-A13L-09,Primary Tumor
TCGA-D8-A1JK-01A-11R-A13Q-07,Primary Tumor
TCGA-D8-A1JK-01A-11D-A13I-02,Primary Tumor
TCGA-D8-A1JK-01A-11W-A14Q-09,Primary Tumor
TCGA-D8-A1JK-01A-11R-A13P-13,Primary Tumor
TCGA-D8-A1JK-10A-01D-A13N-01,Blood Derived Normal
TCGA-D8-A1JK-10A-01D-A13O-09,Blood Derived Normal
TCGA-D8-A1JK-10A-01D-A13M-02,Blood Derived Normal
TCGA-D8-A1JK-10A-01W-A14R-09,Blood Derived Normal
TCGA-B6-A401-01A-11R-A239-07,Primary Tumor
TCGA-B6-A401-01A-11D-A23D-05,Primary Tumor
TCGA-B6-A401-01A-11R-A23A-13,Primary Tumor
TCGA-B6-A401-01A-11D-A23C-09,Primary Tumor
TCGA-B6-A401-01A-11D-A238-01,Primary Tumor
TCGA-B6-A401-01A-11W-A23G-09,Primary Tumor
TCGA-B6-A401-10A-01D-A238-01,Blood Derived Normal
TCGA-B6-A401-10A-01D-A23C-09,Blood Derived Normal
TCGA-B6-A401-10A-01W-A23G-09,Blood Derived Normal
TCGA-GM-A2DI-11A-13W-A19U-09,Solid Tissue Normal
TCGA-GM-A2DI-11A-13D-A18N-01,Solid Tissue Normal
TCGA-GM-A2DI-11A-13D-A18P-09,Solid Tissue Normal
TCGA-GM-A2DI-01A-31D-A18P-09,Primary Tumor
TCGA-GM-A2DI-01A-31D-A18N-01,Primary Tumor
TCGA-GM-A2DI-01A-31R-A18M-07,Primary Tumor
TCGA-GM-A2DI-01A-31D-A18O-05,Primary Tumor
TCGA-GM-A2DI-01A-31W-A19U-09,Primary Tumor
TCGA-GM-A2DI-01A-31R-A18L-13,Primary Tumor
TCGA-A2-A0ST-01A-12W-A097-09,Primary Tumor
TCGA-A2-A0ST-01A-12D-A088-05,Primary Tumor
TCGA-A2-A0ST-01A-12D-A087-01,Primary Tumor
TCGA-A2-A0ST-01A-12D-A099-09,Primary Tumor
TCGA-A2-A0ST-01A-12X-A098-09,Primary Tumor
TCGA-A2-A0ST-01A-12R-A085-13,Primary Tumor
TCGA-A2-A0ST-01A-12D-A10P-05,Primary Tumor
TCGA-A2-A0ST-01A-12D-A086-02,Primary Tumor
TCGA-A2-A0ST-01A-12R-A084-07,Primary Tumor
TCGA-A2-A0ST-10A-01D-A086-02,Blood Derived Normal
TCGA-A2-A0ST-10A-01D-A087-01,Blood Derived Normal
TCGA-A2-A0ST-10A-01D-A099-09,Blood Derived Normal
TCGA-A2-A0ST-10A-01X-A098-09,Blood Derived Normal
TCGA-A2-A0ST-10A-01W-A097-09,Blood Derived Normal
TCGA-LL-A5YL-01A-12D-A29O-05,Primary Tumor
TCGA-LL-A5YL-01A-12R-A29V-13,Primary Tumor
TCGA-LL-A5YL-01A-12D-A29N-09,Primary Tumor
TCGA-LL-A5YL-01A-12W-A31B-09,Primary Tumor
TCGA-LL-A5YL-01A-12R-A29R-07,Primary Tumor
TCGA-LL-A5YL-01A-12D-A29M-01,Primary Tumor
TCGA-LL-A5YL-10A-01W-A31B-09,Blood Derived Normal
TCGA-LL-A5YL-10A-01D-A29N-09,Blood Derived Normal
TCGA-LL-A5YL-10A-01D-A29M-01,Blood Derived Normal
TCGA-5L-AAT1-10A-01D-A41E-01,Blood Derived Normal
TCGA-5L-AAT1-10A-01D-A41F-09,Blood Derived Normal
TCGA-5L-AAT1-01A-12D-A41F-09,Primary Tumor
TCGA-5L-AAT1-01A-12R-A41B-07,Primary Tumor
TCGA-5L-AAT1-01A-12D-A41E-01,Primary Tumor
TCGA-5L-AAT1-01A-12R-A41G-13,Primary Tumor
TCGA-5L-AAT1-01A-12D-A41Q-05,Primary Tumor
TCGA-E2-A56Z-10A-01W-A31B-09,Blood Derived Normal
TCGA-E2-A56Z-10A-01D-A29N-09,Blood Derived Normal
TCGA-E2-A56Z-10A-01D-A29M-01,Blood Derived Normal
TCGA-E2-A56Z-01A-12D-A29O-05,Primary Tumor
TCGA-E2-A56Z-01A-12R-A29V-13,Primary Tumor
TCGA-E2-A56Z-01A-12D-A29M-01,Primary Tumor
TCGA-E2-A56Z-01A-12W-A31B-09,Primary Tumor
TCGA-E2-A56Z-01A-12D-A29N-09,Primary Tumor
TCGA-E2-A56Z-01A-12R-A29R-07,Primary Tumor
TCGA-LL-A5YO-10A-01W-A30S-09,Blood Derived Normal
TCGA-LL-A5YO-10A-01D-A28D-01,Blood Derived Normal
TCGA-LL-A5YO-10A-01D-A28E-09,Blood Derived Normal
TCGA-LL-A5YO-01A-21D-A28A-01,Primary Tumor
TCGA-LL-A5YO-01A-21W-A30R-09,Primary Tumor
TCGA-LL-A5YO-01A-21R-A28I-13,Primary Tumor
